,index,departement,createdAt,lieu_id,categorie
3053,1,Seine-Saint-Denis,2018-04,2366,Prise
3054,2,Seine-Saint-Denis,2018-04,2366,Colis Alimentaire
3055,3,Seine-Saint-Denis,2018-04,2366,Bibliothèque
3056,4,Seine-Saint-Denis,2018-04,2366,Activités
3057,5,Seine-Saint-Denis,2018-04,2366,Vêtements
3058,0,Seine-Saint-Denis,2018-04,2367,Colis Alimentaire
3059,0,Seine-Saint-Denis,2018-04,2370,Accompagnement social
3060,1,Seine-Saint-Denis,2018-04,2370,Colis Alimentaire
3061,0,Seine-Saint-Denis,2018-04,2378,Colis Alimentaire
3062,0,Seine-Saint-Denis,2018-04,2380,Colis Alimentaire
3063,0,Seine-Saint-Denis,2018-04,2381,Colis Alimentaire
3064,0,Seine-Saint-Denis,2018-04,2384,Douche
3065,1,Seine-Saint-Denis,2018-04,2384,Laverie
3066,2,Seine-Saint-Denis,2018-04,2384,Permanence juridique
3067,3,Seine-Saint-Denis,2018-04,2384,Ecrivain public
3068,4,Seine-Saint-Denis,2018-04,2384,Conseil administratif
3069,5,Seine-Saint-Denis,2018-04,2384,Epicerie Sociale
3070,0,Seine-Saint-Denis,2018-04,2386,Colis Alimentaire
3071,0,Seine-Saint-Denis,2018-04,2388,Atelier numérique
3072,1,Seine-Saint-Denis,2018-04,2388,Formation français
3073,2,Seine-Saint-Denis,2018-04,2388,Accompagnement à l'emploi
3074,3,Seine-Saint-Denis,2018-04,2388,Bien-être
3075,4,Seine-Saint-Denis,2018-04,2388,Permanence juridique
3076,5,Seine-Saint-Denis,2018-04,2388,Ecrivain public
3077,6,Seine-Saint-Denis,2018-04,2388,Restauration assise
3078,7,Seine-Saint-Denis,2018-04,2388,Colis Alimentaire
3079,8,Seine-Saint-Denis,2018-04,2388,Bibliothèque
3080,9,Seine-Saint-Denis,2018-04,2388,Activités
3081,10,Seine-Saint-Denis,2018-04,2388,Vêtements
3082,0,Seine-Saint-Denis,2018-04,2389,Colis Alimentaire
3083,0,Seine-Saint-Denis,2018-04,2392,Colis Alimentaire
3084,0,Seine-Saint-Denis,2018-04,2398,Formation français
3085,1,Seine-Saint-Denis,2018-04,2398,Colis Alimentaire
3086,2,Seine-Saint-Denis,2018-04,2398,Vêtements
3087,0,Seine-Saint-Denis,2018-04,2399,Conseil administratif
3088,1,Seine-Saint-Denis,2018-04,2399,Magasin solidaire
3089,2,Seine-Saint-Denis,2018-04,2399,Vêtements
3090,0,Seine-Saint-Denis,2018-04,2402,Colis Alimentaire
3091,1,Seine-Saint-Denis,2018-04,2402,Vêtements
3092,0,Seine-Saint-Denis,2018-04,2403,Colis Alimentaire
3093,1,Seine-Saint-Denis,2018-04,2403,Epicerie Sociale
3094,0,Seine-Saint-Denis,2018-04,2404,Epicerie Sociale
3095,0,Hauts-de-Seine,2018-04,2406,Domiciliation
3096,1,Hauts-de-Seine,2018-04,2406,Accueil de jour
3097,0,Hauts-de-Seine,2018-04,2407,Soins enfants
3098,1,Hauts-de-Seine,2018-04,2407,Suivi grossesse
3099,0,Hauts-de-Seine,2018-04,2408,Soins enfants
3100,1,Hauts-de-Seine,2018-04,2408,Suivi grossesse
3101,0,Hauts-de-Seine,2018-04,2409,Soins enfants
3102,1,Hauts-de-Seine,2018-04,2409,Suivi grossesse
3103,0,Hauts-de-Seine,2018-04,2410,Soins enfants
3104,1,Hauts-de-Seine,2018-04,2410,Suivi grossesse
3105,0,Hauts-de-Seine,2018-04,2411,Soins enfants
3106,1,Hauts-de-Seine,2018-04,2411,Suivi grossesse
3107,2,Hauts-de-Seine,2018-04,2411,Gynécologie
3108,0,Paris,2018-04,2412,Psychologie
3109,1,Paris,2018-04,2412,Douche
3110,2,Paris,2018-04,2412,Laverie
3111,3,Paris,2018-04,2412,Domiciliation
3112,4,Paris,2018-04,2412,Accompagnement social
3113,5,Paris,2018-04,2412,Distribution alimentaire
3114,6,Paris,2018-04,2412,Accueil de jour
3115,7,Paris,2018-04,2412,Activités
3116,8,Paris,2018-04,2412,Bagagerie
3117,0,Paris,2018-04,2413,Psychologie
3118,1,Paris,2018-04,2413,Permanence juridique
3119,2,Paris,2018-04,2413,Domiciliation
3120,3,Paris,2018-04,2413,Accompagnement social
3121,4,Paris,2018-04,2413,Accueil de jour
3122,0,Gironde,2018-04,2414,Addiction
3123,1,Gironde,2018-04,2414,Insertion par l'activité économique
3124,2,Gironde,2018-04,2414,Conseil logement
3125,3,Gironde,2018-04,2414,Conseil administratif
3126,0,Arrondissement de Paris,2018-04,2416,Généraliste
3127,1,Arrondissement de Paris,2018-04,2416,Bien-être
3128,2,Arrondissement de Paris,2018-04,2416,Accompagnement social
3129,3,Arrondissement de Paris,2018-04,2416,Accueil de jour
3130,4,Arrondissement de Paris,2018-04,2416,Activités
3131,5,Arrondissement de Paris,2018-04,2416,Pédicure
3132,0,Paris,2018-04,2420,Psychologie
3133,1,Paris,2018-04,2420,Permanence juridique
3134,2,Paris,2018-04,2420,Accompagnement social
3135,3,Paris,2018-04,2420,Accueil de jour
3136,0,Paris,2018-04,2421,Accompagnement à l'emploi
3137,0,Paris,2018-04,2422,Psychologie
3138,1,Paris,2018-04,2422,Généraliste
3139,2,Paris,2018-04,2422,Permanence juridique
3140,3,Paris,2018-04,2422,Accompagnement social
3141,4,Paris,2018-04,2422,Accueil de jour
3142,0,Paris,2018-04,2423,Psychologie
3143,1,Paris,2018-04,2423,Permanence juridique
3144,2,Paris,2018-04,2423,Accompagnement social
3145,0,Paris,2018-04,2425,Dépistage
3146,1,Paris,2018-04,2425,Suivi grossesse
3147,0,Paris,2018-04,2433,Addiction
3148,1,Paris,2018-04,2433,Dépistage
3149,2,Paris,2018-04,2433,Généraliste
3150,3,Paris,2018-04,2433,Infirmerie
3151,4,Paris,2018-04,2433,Permanence juridique
3152,5,Paris,2018-04,2433,Accompagnement social
3153,6,Paris,2018-04,2433,Accueil de jour
3154,7,Paris,2018-04,2433,Accupuncture
3155,0,Paris,2018-04,2435,Addiction
3156,1,Paris,2018-04,2435,Infirmerie
3157,2,Paris,2018-04,2435,Accompagnement à l'emploi
3158,3,Paris,2018-04,2435,Douche
3159,4,Paris,2018-04,2435,Laverie
3160,5,Paris,2018-04,2435,Conseil logement
3161,6,Paris,2018-04,2435,Accompagnement social
3162,7,Paris,2018-04,2435,Numérisation de documents
3163,8,Paris,2018-04,2435,Accueil de jour
3164,0,Paris,2018-04,2437,Formation français
3165,1,Paris,2018-04,2437,Permanence juridique
3166,2,Paris,2018-04,2437,Accompagnement social
3167,3,Paris,2018-04,2437,Accueil de jour
3168,0,Paris,2018-04,2438,Psychologie
3169,1,Paris,2018-04,2438,Permanence juridique
3170,2,Paris,2018-04,2438,Accompagnement social
3171,0,Paris,2018-04,2440,Dépistage
3172,1,Paris,2018-04,2440,Formation français
3173,2,Paris,2018-04,2440,Permanence juridique
3174,3,Paris,2018-04,2440,Accompagnement social
3175,4,Paris,2018-04,2440,Conseil administratif
3176,5,Paris,2018-04,2440,Sport
3177,6,Paris,2018-04,2440,Activités
3178,0,Arrondissement de Paris,2018-04,2442,Conseil handicap
3179,1,Arrondissement de Paris,2018-04,2442,Conseil administratif
3180,2,Arrondissement de Paris,2018-04,2442,Ordinateur
3181,3,Arrondissement de Paris,2018-04,2442,Sport
3182,4,Arrondissement de Paris,2018-04,2442,Activités
3183,0,Paris,2018-04,2444,Psychologie
3184,1,Paris,2018-04,2444,Généraliste
3185,2,Paris,2018-04,2444,Infirmerie
3186,3,Paris,2018-04,2444,Douche
3187,4,Paris,2018-04,2444,Laverie
3188,5,Paris,2018-04,2444,Bien-être
3189,6,Paris,2018-04,2444,Accompagnement social
3190,7,Paris,2018-04,2444,Restauration assise
3191,8,Paris,2018-04,2444,Accueil de jour
3192,9,Paris,2018-04,2444,Activités
3193,0,Bas-Rhin,2018-04,2452,Addiction
3194,1,Bas-Rhin,2018-04,2452,Psychologie
3195,2,Bas-Rhin,2018-04,2452,Permanence juridique
3196,3,Bas-Rhin,2018-04,2452,Accompagnement social
3197,4,Bas-Rhin,2018-04,2452,Conseil administratif
3198,5,Bas-Rhin,2018-04,2452,Wifi
3199,6,Bas-Rhin,2018-04,2452,Prise
3200,7,Bas-Rhin,2018-04,2452,Accueil de jour
3201,8,Bas-Rhin,2018-04,2452,Activités
3202,0,Seine-Saint-Denis,2018-04,2454,Insertion par l'activité économique
3203,1,Seine-Saint-Denis,2018-04,2454,Magasin solidaire
3204,2,Seine-Saint-Denis,2018-04,2454,Vêtements
3205,0,Seine-Saint-Denis,2018-04,2455,Insertion par l'activité économique
3206,1,Seine-Saint-Denis,2018-04,2455,Magasin solidaire
3207,2,Seine-Saint-Denis,2018-04,2455,Vêtements
3208,0,Arrondissement de Paris,2018-04,2460,Accompagnement à l'emploi
3209,1,Arrondissement de Paris,2018-04,2460,Permanence juridique
3210,2,Arrondissement de Paris,2018-04,2460,Domiciliation
3211,3,Arrondissement de Paris,2018-04,2460,Accompagnement social
3212,4,Arrondissement de Paris,2018-04,2460,Conseil handicap
3213,5,Arrondissement de Paris,2018-04,2460,Conseil administratif
3214,0,Hauts-de-Seine,2018-04,2465,Psychologie
3215,1,Hauts-de-Seine,2018-04,2465,Soins enfants
3216,2,Hauts-de-Seine,2018-04,2465,Suivi grossesse
3217,3,Hauts-de-Seine,2018-04,2465,Infirmerie
3218,0,Paris,2018-04,2467,Psychologie
3219,1,Paris,2018-04,2467,Accompagnement à l'emploi
3220,2,Paris,2018-04,2467,Bien-être
3221,3,Paris,2018-04,2467,Permanence juridique
3222,4,Paris,2018-04,2467,Accompagnement social
3223,5,Paris,2018-04,2467,Accueil de jour
3224,6,Paris,2018-04,2467,Activités
3225,0,Paris,2018-04,2468,Formation français
3226,1,Paris,2018-04,2468,Accompagnement social
3227,2,Paris,2018-04,2468,Accueil de jour
3228,0,Paris,2018-04,2472,Psychologie
3229,1,Paris,2018-04,2472,Généraliste
3230,2,Paris,2018-04,2472,Infirmerie
3231,3,Paris,2018-04,2472,Conseil logement
3232,4,Paris,2018-04,2472,Permanence juridique
3233,5,Paris,2018-04,2472,Domiciliation
3234,6,Paris,2018-04,2472,Accompagnement social
3235,7,Paris,2018-04,2472,Ordinateur
3236,8,Paris,2018-04,2472,Numérisation de documents
3237,9,Paris,2018-04,2472,Accueil de jour
3238,10,Paris,2018-04,2472,Activités
3239,0,Paris,2018-04,2473,Généraliste
3240,1,Paris,2018-04,2473,Formation français
3241,2,Paris,2018-04,2473,Ecrivain public
3242,0,Paris,2018-04,2474,Formation français
3243,1,Paris,2018-04,2474,Accueil de jour
3244,0,Paris,2018-04,2475,Dépistage
3245,1,Paris,2018-04,2475,Généraliste
3246,2,Paris,2018-04,2475,Infirmerie
3247,3,Paris,2018-04,2475,Dermatologie
3248,4,Paris,2018-04,2475,Gynécologie
3249,0,Arrondissement de Paris,2018-04,2476,Addiction
3250,1,Arrondissement de Paris,2018-04,2476,Dépistage
3251,2,Arrondissement de Paris,2018-04,2476,Psychologie
3252,3,Arrondissement de Paris,2018-04,2476,Généraliste
3253,4,Arrondissement de Paris,2018-04,2476,Infirmerie
3254,5,Arrondissement de Paris,2018-04,2476,Activités
3255,6,Arrondissement de Paris,2018-04,2476,Dermatologie
3256,0,Paris,2018-04,2480,Dépistage
3257,0,Paris,2018-04,2483,Addiction
3258,1,Paris,2018-04,2483,Dépistage
3259,2,Paris,2018-04,2483,Psychologie
3260,3,Paris,2018-04,2483,Généraliste
3261,0,Paris,2018-04,2492,Psychologie
3262,0,Paris,2018-04,2494,Psychologie
3263,1,Paris,2018-04,2494,Formation français
3264,2,Paris,2018-04,2494,Ecrivain public
3265,3,Paris,2018-04,2494,Bibliothèque
3266,4,Paris,2018-04,2494,Activités
3267,0,Paris,2018-04,2501,Douche
3268,1,Paris,2018-04,2501,Bien-être
3269,2,Paris,2018-04,2501,Accompagnement social
3270,3,Paris,2018-04,2501,Restauration assise
3271,0,Paris,2018-04,2502,Psychologie
3272,1,Paris,2018-04,2502,Bien-être
3273,2,Paris,2018-04,2502,Permanence juridique
3274,3,Paris,2018-04,2502,Accompagnement social
3275,4,Paris,2018-04,2502,Conseil administratif
3276,5,Paris,2018-04,2502,Hébergement d'urgence
3277,0,Paris,2018-04,2509,Formation français
3278,1,Paris,2018-04,2509,Accompagnement à l'emploi
3279,0,Paris,2018-04,2510,Formation français
3280,0,Paris,2018-04,2512,Psychologie
3281,1,Paris,2018-04,2512,Généraliste
3282,2,Paris,2018-04,2512,Accompagnement à l'emploi
3283,3,Paris,2018-04,2512,Permanence juridique
3284,4,Paris,2018-04,2512,Accompagnement social
3285,0,Seine-et-Marne,2018-04,2515,Domiciliation
3286,1,Seine-et-Marne,2018-04,2515,Accompagnement social
3287,2,Seine-et-Marne,2018-04,2515,Conseil administratif
3288,0,Paris,2018-04,2519,Addiction
3289,0,Paris,2018-04,2520,Addiction
3290,1,Paris,2018-04,2520,Dépistage
3291,0,Paris,2018-04,2523,Addiction
3292,1,Paris,2018-04,2523,Conseil administratif
3293,2,Paris,2018-04,2523,Numérisation de documents
3294,0,Paris,2018-04,2528,Formation français
3295,1,Paris,2018-04,2528,Insertion par l'activité économique
3296,2,Paris,2018-04,2528,Douche
3297,3,Paris,2018-04,2528,Laverie
3298,4,Paris,2018-04,2528,Accompagnement social
3299,5,Paris,2018-04,2528,Conseil administratif
3300,6,Paris,2018-04,2528,Ordinateur
3301,7,Paris,2018-04,2528,Prise
3302,8,Paris,2018-04,2528,Restauration assise
3303,9,Paris,2018-04,2528,Accueil de jour
3304,10,Paris,2018-04,2528,Sport
3305,11,Paris,2018-04,2528,Activités
3306,0,Paris,2018-04,2530,Douche
3307,1,Paris,2018-04,2530,Laverie
3308,2,Paris,2018-04,2530,Toilettes
3309,3,Paris,2018-04,2530,Domiciliation
3310,4,Paris,2018-04,2530,Accompagnement social
3311,5,Paris,2018-04,2530,Ordinateur
3312,6,Paris,2018-04,2530,Restauration assise
3313,7,Paris,2018-04,2530,Accueil de jour
3314,8,Paris,2018-04,2530,Espaces de repos
3315,9,Paris,2018-04,2530,Halte de nuit
3316,10,Paris,2018-04,2530,Bibliothèque
3317,11,Paris,2018-04,2530,Bagagerie
3318,12,Paris,2018-04,2530,Vêtements
3319,0,Arrondissement de Paris,2018-04,2535,Addiction
3320,1,Arrondissement de Paris,2018-04,2535,Psychologie
3321,2,Arrondissement de Paris,2018-04,2535,Permanence juridique
3322,0,Paris,2018-04,2541,Addiction
3323,1,Paris,2018-04,2541,Psychologie
3324,2,Paris,2018-04,2541,Numérisation de documents
3325,0,Paris,2018-04,2542,Addiction
3326,1,Paris,2018-04,2542,Psychologie
3327,2,Paris,2018-04,2542,Accompagnement à l'emploi
3328,3,Paris,2018-04,2542,Douche
3329,4,Paris,2018-04,2542,Toilettes
3330,5,Paris,2018-04,2542,Accompagnement social
3331,6,Paris,2018-04,2542,Hébergement à long terme
3332,7,Paris,2018-04,2542,Sport
3333,8,Paris,2018-04,2542,Activités
3334,0,Paris,2018-04,2544,Addiction
3335,1,Paris,2018-04,2544,Psychologie
3336,0,Paris,2018-04,2548,Addiction
3337,1,Paris,2018-04,2548,Dépistage
3338,2,Paris,2018-04,2548,Accompagnement social
3339,0,Paris,2018-04,2550,Addiction
3340,1,Paris,2018-04,2550,Psychologie
3341,0,Arrondissement de Paris,2018-04,2552,Addiction
3342,0,Paris,2018-04,2553,Addiction
3343,1,Paris,2018-04,2553,Accompagnement social
3344,0,Paris,2018-04,2554,Addiction
3345,1,Paris,2018-04,2554,Accompagnement social
3346,2,Paris,2018-04,2554,Numérisation de documents
3347,0,Paris,2018-04,2555,Addiction
3348,1,Paris,2018-04,2555,Accompagnement social
3349,0,Arrondissement de Paris,2018-04,2557,Addiction
3350,1,Arrondissement de Paris,2018-04,2557,Dépistage
3351,2,Arrondissement de Paris,2018-04,2557,Psychologie
3352,3,Arrondissement de Paris,2018-04,2557,Accompagnement social
3353,4,Arrondissement de Paris,2018-04,2557,Numérisation de documents
3354,5,Arrondissement de Paris,2018-04,2557,Hébergement à long terme
3355,0,Seine-et-Marne,2018-04,2558,Soutien scolaire
3356,1,Seine-et-Marne,2018-04,2558,Accompagnement social
3357,2,Seine-et-Marne,2018-04,2558,Ecrivain public
3358,3,Seine-et-Marne,2018-04,2558,Activités
3359,0,Seine-et-Marne,2018-04,2559,Formation français
3360,1,Seine-et-Marne,2018-04,2559,Accompagnement social
3361,2,Seine-et-Marne,2018-04,2559,Epicerie Sociale
3362,3,Seine-et-Marne,2018-04,2559,Activités
3363,0,Paris,2018-04,2560,Distribution alimentaire
3364,0,Hauts-de-Seine,2018-04,2561,Soins enfants
3365,0,Hauts-de-Seine,2018-04,2562,Soins enfants
3366,1,Hauts-de-Seine,2018-04,2562,Suivi grossesse
3367,0,Seine-et-Marne,2018-04,2563,Formation français
3368,1,Seine-et-Marne,2018-04,2563,Soutien scolaire
3369,2,Seine-et-Marne,2018-04,2563,Accompagnement social
3370,3,Seine-et-Marne,2018-04,2563,Activités
3371,4,Seine-et-Marne,2018-04,2563,Magasin solidaire
3372,0,Hauts-de-Seine,2018-04,2564,Psychologie
3373,1,Hauts-de-Seine,2018-04,2564,Soins enfants
3374,2,Hauts-de-Seine,2018-04,2564,Généraliste
3375,0,Hauts-de-Seine,2018-04,2565,Soins enfants
3376,1,Hauts-de-Seine,2018-04,2565,Suivi grossesse
3377,0,Hauts-de-Seine,2018-04,2566,Soins enfants
3378,1,Hauts-de-Seine,2018-04,2566,Suivi grossesse
3379,0,Hauts-de-Seine,2018-04,2567,Gynécologie
3380,0,Hauts-de-Seine,2018-04,2569,Généraliste
3381,1,Hauts-de-Seine,2018-04,2569,Endocrinologie
3382,2,Hauts-de-Seine,2018-04,2569,Gynécologie
3383,0,Hauts-de-Seine,2018-04,2570,Soins enfants
3384,1,Hauts-de-Seine,2018-04,2570,Suivi grossesse
3385,0,Hauts-de-Seine,2018-04,2573,Soins enfants
3386,1,Hauts-de-Seine,2018-04,2573,Suivi grossesse
3387,0,Hauts-de-Seine,2018-04,2574,Soins enfants
3388,1,Hauts-de-Seine,2018-04,2574,Suivi grossesse
3389,0,Hauts-de-Seine,2018-04,2575,Soins enfants
3390,1,Hauts-de-Seine,2018-04,2575,Suivi grossesse
3391,0,Hauts-de-Seine,2018-04,2577,Soins enfants
3392,1,Hauts-de-Seine,2018-04,2577,Suivi grossesse
3393,0,Hauts-de-Seine,2018-04,2578,Soins enfants
3394,1,Hauts-de-Seine,2018-04,2578,Suivi grossesse
3395,0,Hauts-de-Seine,2018-04,2579,Soins enfants
3396,1,Hauts-de-Seine,2018-04,2579,Suivi grossesse
3397,0,Hauts-de-Seine,2018-04,2581,Soins enfants
3398,1,Hauts-de-Seine,2018-04,2581,Suivi grossesse
3399,0,Hauts-de-Seine,2018-04,2582,Soins enfants
3400,1,Hauts-de-Seine,2018-04,2582,Suivi grossesse
3401,0,Hauts-de-Seine,2018-04,2584,Soins enfants
3402,1,Hauts-de-Seine,2018-04,2584,Suivi grossesse
3403,0,Hauts-de-Seine,2018-04,2585,Soins enfants
3404,1,Hauts-de-Seine,2018-04,2585,Suivi grossesse
3405,0,Hauts-de-Seine,2018-04,2586,Soins enfants
3406,1,Hauts-de-Seine,2018-04,2586,Suivi grossesse
3407,2,Hauts-de-Seine,2018-04,2586,Gynécologie
3408,0,Hauts-de-Seine,2018-04,2588,Soins enfants
3409,1,Hauts-de-Seine,2018-04,2588,Suivi grossesse
3410,0,Hauts-de-Seine,2018-04,2589,Soins enfants
3411,1,Hauts-de-Seine,2018-04,2589,Suivi grossesse
3412,0,Hauts-de-Seine,2018-04,2591,Soins enfants
3413,1,Hauts-de-Seine,2018-04,2591,Suivi grossesse
3414,0,Hauts-de-Seine,2018-04,2592,Soins enfants
3415,1,Hauts-de-Seine,2018-04,2592,Suivi grossesse
3416,0,Hauts-de-Seine,2018-04,2593,Soins enfants
3417,1,Hauts-de-Seine,2018-04,2593,Suivi grossesse
3418,0,Hauts-de-Seine,2018-04,2594,Soins enfants
3419,1,Hauts-de-Seine,2018-04,2594,Suivi grossesse
3420,0,Hauts-de-Seine,2018-04,2595,Soins enfants
3421,1,Hauts-de-Seine,2018-04,2595,Suivi grossesse
3422,2,Hauts-de-Seine,2018-04,2595,Gynécologie
3423,0,Hauts-de-Seine,2018-04,2596,Soins enfants
3424,1,Hauts-de-Seine,2018-04,2596,Suivi grossesse
3425,0,Hauts-de-Seine,2018-04,2597,Soins enfants
3426,1,Hauts-de-Seine,2018-04,2597,Suivi grossesse
3427,0,Hauts-de-Seine,2018-04,2601,Soins enfants
3428,1,Hauts-de-Seine,2018-04,2601,Suivi grossesse
3429,0,Hauts-de-Seine,2018-04,2603,Soins enfants
3430,1,Hauts-de-Seine,2018-04,2603,Suivi grossesse
3431,0,Hauts-de-Seine,2018-04,2614,Soins enfants
3432,1,Hauts-de-Seine,2018-04,2614,Suivi grossesse
3433,2,Hauts-de-Seine,2018-04,2614,Gynécologie
3434,0,Hauts-de-Seine,2018-04,2615,Soins enfants
3435,1,Hauts-de-Seine,2018-04,2615,Suivi grossesse
3436,2,Hauts-de-Seine,2018-04,2615,Gynécologie
3437,0,Hauts-de-Seine,2018-04,2619,Soins enfants
3438,1,Hauts-de-Seine,2018-04,2619,Suivi grossesse
3439,0,Hauts-de-Seine,2018-04,2620,Soins enfants
3440,1,Hauts-de-Seine,2018-04,2620,Suivi grossesse
3441,0,Hauts-de-Seine,2018-04,2621,Psychologie
3442,1,Hauts-de-Seine,2018-04,2621,Soins enfants
3443,0,Hauts-de-Seine,2018-04,2623,Psychologie
3444,1,Hauts-de-Seine,2018-04,2623,Soins enfants
3445,0,Hauts-de-Seine,2018-04,2624,Psychologie
3446,1,Hauts-de-Seine,2018-04,2624,Soins enfants
3447,0,Hauts-de-Seine,2018-04,2625,Psychologie
3448,1,Hauts-de-Seine,2018-04,2625,Accompagnement social
3449,2,Hauts-de-Seine,2018-04,2625,Accueil de jour
3450,3,Hauts-de-Seine,2018-04,2625,Hébergement d'urgence
3451,4,Hauts-de-Seine,2018-04,2625,Hébergement à long terme
3452,5,Hauts-de-Seine,2018-04,2625,Activités
3453,0,Hauts-de-Seine,2018-04,2626,Accompagnement à l'emploi
3454,1,Hauts-de-Seine,2018-04,2626,Permanence juridique
3455,2,Hauts-de-Seine,2018-04,2626,Accompagnement social
3456,3,Hauts-de-Seine,2018-04,2626,Activités
3457,0,Hauts-de-Seine,2018-04,2629,Permanence juridique
3458,0,Hauts-de-Seine,2018-04,2630,Psychologie
3459,1,Hauts-de-Seine,2018-04,2630,Accompagnement à l'emploi
3460,2,Hauts-de-Seine,2018-04,2630,Conseil logement
3461,3,Hauts-de-Seine,2018-04,2630,Permanence juridique
3462,4,Hauts-de-Seine,2018-04,2630,Accompagnement social
3463,5,Hauts-de-Seine,2018-04,2630,Hébergement d'urgence
3464,6,Hauts-de-Seine,2018-04,2630,Hébergement à long terme
3465,0,Paris,2018-04,2639,Addiction
3466,1,Paris,2018-04,2639,Accompagnement social
3467,0,Seine-et-Marne,2018-04,2647,Conseil logement
3468,1,Seine-et-Marne,2018-04,2647,Permanence juridique
3469,2,Seine-et-Marne,2018-04,2647,Domiciliation
3470,0,Seine-Saint-Denis,2018-04,2648,Conseil administratif
3471,0,Seine-et-Marne,2018-04,2658,Conseil logement
3472,1,Seine-et-Marne,2018-04,2658,Permanence juridique
3473,2,Seine-et-Marne,2018-04,2658,Ecrivain public
3474,0,Seine-Saint-Denis,2018-04,2661,Psychologie
3475,1,Seine-Saint-Denis,2018-04,2661,Atelier numérique
3476,2,Seine-Saint-Denis,2018-04,2661,Formation français
3477,3,Seine-Saint-Denis,2018-04,2661,Accompagnement à l'emploi
3478,4,Seine-Saint-Denis,2018-04,2661,Bien-être
3479,5,Seine-Saint-Denis,2018-04,2661,Accompagnement social
3480,6,Seine-Saint-Denis,2018-04,2661,Ordinateur
3481,7,Seine-Saint-Denis,2018-04,2661,Restauration assise
3482,8,Seine-Saint-Denis,2018-04,2661,Colis Alimentaire
3483,9,Seine-Saint-Denis,2018-04,2661,Accueil de jour
3484,10,Seine-Saint-Denis,2018-04,2661,Sport
3485,11,Seine-Saint-Denis,2018-04,2661,Activités
3486,0,Essonne,2018-04,2665,Domiciliation
3487,1,Essonne,2018-04,2665,Accompagnement social
3488,2,Essonne,2018-04,2665,Conseil administratif
3489,3,Essonne,2018-04,2665,Colis Alimentaire
3490,0,Essonne,2018-04,2669,Conseil administratif
3491,0,Seine-et-Marne,2018-04,2674,Permanence juridique
3492,0,Essonne,2018-04,2676,Formation français
3493,1,Essonne,2018-04,2676,Accompagnement à l'emploi
3494,2,Essonne,2018-04,2676,Conseil logement
3495,3,Essonne,2018-04,2676,Accompagnement social
3496,4,Essonne,2018-04,2676,Distribution alimentaire
3497,5,Essonne,2018-04,2676,Bibliothèque
3498,6,Essonne,2018-04,2676,Vêtements
3499,0,Seine-Saint-Denis,2018-04,2677,Accompagnement à l'emploi
3500,1,Seine-Saint-Denis,2018-04,2677,Conseil administratif
3501,2,Seine-Saint-Denis,2018-04,2677,Ordinateur
3502,0,Paris,2018-04,2682,Conseil administratif
3503,0,Seine-Saint-Denis,2018-04,2685,Psychologie
3504,1,Seine-Saint-Denis,2018-04,2685,Permanence juridique
3505,0,Seine-Saint-Denis,2018-04,2695,Généraliste
3506,1,Seine-Saint-Denis,2018-04,2695,Accompagnement social
3507,0,Seine-Saint-Denis,2018-04,2696,Généraliste
3508,1,Seine-Saint-Denis,2018-04,2696,Bien-être
3509,2,Seine-Saint-Denis,2018-04,2696,Conseil administratif
3510,3,Seine-Saint-Denis,2018-04,2696,Activités
3511,4,Seine-Saint-Denis,2018-04,2696,Gynécologie
3512,0,Seine-Saint-Denis,2018-04,2699,Accompagnement à l'emploi
3513,1,Seine-Saint-Denis,2018-04,2699,Accompagnement social
3514,0,Seine-et-Marne,2018-04,2700,Psychologie
3515,1,Seine-et-Marne,2018-04,2700,Conseil logement
3516,2,Seine-et-Marne,2018-04,2700,Permanence juridique
3517,3,Seine-et-Marne,2018-04,2700,Accompagnement social
3518,0,Seine-Saint-Denis,2018-04,2702,Conseil logement
3519,1,Seine-Saint-Denis,2018-04,2702,Permanence juridique
3520,0,Hauts-de-Seine,2018-04,2707,Conseil logement
3521,1,Hauts-de-Seine,2018-04,2707,Conseil administratif
3522,2,Hauts-de-Seine,2018-04,2707,Colis Alimentaire
3523,0,Hauts-de-Seine,2018-04,2709,Formation français
3524,1,Hauts-de-Seine,2018-04,2709,Soutien scolaire
3525,2,Hauts-de-Seine,2018-04,2709,Conseil logement
3526,3,Hauts-de-Seine,2018-04,2709,Domiciliation
3527,4,Hauts-de-Seine,2018-04,2709,Activités
3528,0,Hauts-de-Seine,2018-04,2712,Accueil de jour
3529,0,Paris,2018-04,2713,Atelier numérique
3530,1,Paris,2018-04,2713,Formation français
3531,2,Paris,2018-04,2713,Accompagnement à l'emploi
3532,3,Paris,2018-04,2713,Ecrivain public
3533,4,Paris,2018-04,2713,Conseil administratif
3534,5,Paris,2018-04,2713,Ordinateur
3535,6,Paris,2018-04,2713,Colis Alimentaire
3536,0,Seine-Saint-Denis,2018-04,2714,Généraliste
3537,1,Seine-Saint-Denis,2018-04,2714,Accompagnement social
3538,0,Paris,2018-04,2728,Accompagnement à l'emploi
3539,1,Paris,2018-04,2728,Insertion par l'activité économique
3540,2,Paris,2018-04,2728,Conseil logement
3541,3,Paris,2018-04,2728,Accompagnement social
3542,4,Paris,2018-04,2728,Accueil de jour
3543,0,Paris,2018-04,2735,Permanence juridique
3544,1,Paris,2018-04,2735,Conseil administratif
3545,0,Paris,2018-04,2737,Permanence juridique
3546,1,Paris,2018-04,2737,Accompagnement social
